"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsgeneratorstartwert","Datum gestartet","Datum letzte Aktivität","Weiterleitungs-URL","Projekt / Project","Datenerhebung / Data collection?","Welche Komponenten sollen durchgeführt werden / Which components should be executed?","Versuchspersonen-ID / Participant-ID","Stichprobe / Sample","Bitte Audio überprüfen / Please check if audio works","Bitte mit [F11] in den Vollbildmodus wechseln / Please press [F11] to switch to full screen mode","Als nächstes möchten wir Sie bitten, verschiedene Aufgaben und Fragebögen am Computer zu bearbeiten.  Die Bearbeitungsdauer beträgt insgesamt ca. 40 min.     Bitte bearbeiten Sie zunächst einige Aufgaben,  die unterschiedliche Aspekte Ihres Denkens testen (z.B. das Gedächtnis oder Problemlösefähigkeiten).     Bitte versuchen Sie, jede Aufgabe so gut wie möglich zu bearbeiten.     Manchmal kann es einen Moment dauern, bis die nächste Aufgabe startet.  Jede Aufgabe wird Ihnen zunächst erklärt und Sie bekommen die Gelegenheit, sie zu üben.  Falls Sie zwischendrin eine kurze Pause einlegen möchten, tun Sie dies bitte zwischen den Aufgaben.     Bitte klicken Sie auf ""Absenden"", um die erste Aufgabe zu starten.      ","Als nächstes möchten wir dich bitten, verschiedene Aufgaben und Fragebögen am Computer zu bearbeiten.  Die Bearbeitungsdauer beträgt insgesamt ca. 40 min.     Bitte bearbeite zunächst einige Aufgaben,  die unterschiedliche Aspekte deines Denkens testen (z.B. das Gedächtnis oder Problemlösefähigkeiten).     Bitte versuche, jede Aufgabe so gut wie möglich zu bearbeiten.     Manchmal kann es einen Moment dauern, bis die nächste Aufgabe startet.  Jede Aufgabe wird dir zunächst erklärt und du bekommst die Gelegenheit, sie zu üben.  Falls du zwischendrin eine kurze Pause einlegen möchtest, tue dies bitte zwischen den Aufgaben.     Bitte klicke auf ""Absenden"", um die erste Aufgabe zu starten.      ","Als nächstes möchten wir dich bitten, verschiedene Aufgaben und Fragebögen am Computer zu bearbeiten.  Die Bearbeitungsdauer beträgt insgesamt ungefähr 25 min.     Bitte bearbeite zunächst einige Aufgaben,  die unterschiedliche Aspekte deines Denkens testen (z.B. das Gedächtnis oder Problemlösefähigkeiten).     Bitte versuche, jede Aufgabe so gut wie möglich zu bearbeiten.     Manchmal kann es einen Moment dauern, bis die nächste Aufgabe startet.  Jede Aufgabe wird dir zunächst erklärt und du bekommst die Gelegenheit, sie zu üben.  Falls du zwischendrin eine kurze Pause einlegen möchtest, tue dies bitte zwischen den Aufgaben.     Bitte klicke auf ""Absenden"", um die erste Aufgabe zu starten.      ","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id={vpid}&amp;p={project}&amp;comp={components}","https://umfragen.uni-hamburg.de/ru5389bb2quest?id={vpid}&amp;p={project} ","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id={vpid}&amp;p={project}&amp;comp={components} ","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id={vpid}&amp;p={project} ","https://umfragen.uni-hamburg.de/ru5389bb2questchildren?id={vpid}&amp;p={project}&amp;form={sample} ","https://www.psytoolkit.org/c/3.4.4/survey?s=MsrpN&amp;id={vpid}&amp;p={project}&amp;form={sample}&amp;comp={components}","https://umfragen.uni-hamburg.de/ru5389bb2questparents?id={vpid}&amp;p={project}&amp;form={sample}","Gesamtzeit","Gruppenzeit: ID","Fragenzeit: project","Fragenzeit: datacollection","Fragenzeit: components","Fragenzeit: vpid","Fragenzeit: sample","Fragenzeit: Audio","Fragenzeit: F11","Gruppenzeit: Info","Fragenzeit: InfoAdults","Fragenzeit: InfoAdols","Fragenzeit: InfoChild","Fragenzeit: URLCognAdults","Fragenzeit: URLQuestAdults","Fragenzeit: URLCognAdols","Fragenzeit: URLQuestAdols","Fragenzeit: URLQuestChild","Fragenzeit: URLCognChild","Fragenzeit: URLQuestParent"
"740","","","de","559437325","2025-04-14 09:46:45","2025-04-14 09:46:45","https://umfragen.uni-hamburg.de/index.php/surveyAdministration/view/iSurveyID/415148","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"741","","","de","1481033522","2025-04-14 10:34:19","2025-04-14 10:34:19","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"742","","","de","1535318673","2025-04-14 10:34:19","2025-04-14 10:34:19","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"743","2025-04-14 11:45:41","2","de","778076454","2025-04-14 10:34:20","2025-04-14 11:45:41","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30051","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30051&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30051&amp;p=3","","","","","","4280.73","78.2","","","","","","","","4202.53","","","","","","","","","",""
"744","","","de","312308613","2025-04-14 10:39:00","2025-04-14 10:39:00","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"745","2025-04-14 11:14:30","2","de","349981663","2025-04-14 11:10:36","2025-04-14 11:14:30","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","16.59","16.59","","","","","","","","","","","","","","","","","",""
"746","","","de","703816964","2025-04-14 11:14:51","2025-04-14 11:14:51","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"747","2025-04-14 13:03:47","2","de","829873954","2025-04-14 12:39:41","2025-04-14 13:03:47","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30050","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30050&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30050&amp;p=3","","","","","","1445.29","19.14","","","","","","","","1426.15","","","","","","","","","",""
"748","2025-04-14 14:04:14","2","de","637422366","2025-04-14 13:25:53","2025-04-14 14:04:14","","P5(Haaker & Büchel)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","50009","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=50009&amp;p=5&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=50009&amp;p=5","","","","","","2300.21","2300.21","","","","","","","","","","","","","","","","","",""
"749","","","de","310235768","2025-04-14 15:14:01","2025-04-14 15:14:01","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"750","2025-04-15 13:04:41","2","de","716535017","2025-04-15 12:48:22","2025-04-15 13:04:40","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70055","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70055&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70055&amp;p=7","","","","","","978","978","","","","","","","","","","","","","","","","","",""
"751","2025-04-15 15:50:58","2","de","760286322","2025-04-15 15:46:29","2025-04-15 15:50:58","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70055","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70055&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70055&amp;p=7","","","","","","268.91","265.75","","","","","","","","3.16","","","","","","","","","",""
"752","2025-04-15 17:20:56","2","de","1014709913","2025-04-15 17:18:46","2025-04-15 17:20:56","","P6(Liszkowski)","PilotierungPilot","Nur die DenkaufgabenCognitive tasks only","62989","KinderChildren","erledigt / done","erledigt / done","","","","","","","","https://umfragen.uni-hamburg.de/ru5389bb2questchildren?id=62989&amp;p=6&amp;form=C","https://www.psytoolkit.org/c/3.4.4/survey?s=MsrpN&amp;id=62989&amp;p=6&amp;form=C&amp;comp=cogn","","130.63","125.31","","","","","","","","5.32","","","","","","","","","",""
"753","2025-04-16 15:21:15","2","de","1677333851","2025-04-16 11:09:42","2025-04-16 15:21:15","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","15093.2","15090","","","","","","","","3.22","","","","","","","","","",""
"754","2025-04-16 13:19:59","2","de","151834857","2025-04-16 13:04:58","2025-04-16 13:19:59","","P8(Lüken, Asbrand & Bruckner)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","80006","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=80006&amp;p=8&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=80006&amp;p=8","","","","","","901.27","878.91","","","","","","","","22.36","","","","","","","","","",""
"755","2025-04-16 15:33:19","2","de","1239871213","2025-04-16 14:42:43","2025-04-16 15:33:19","","P5(Haaker & Büchel)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","50010","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=50010&amp;p=5&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=50010&amp;p=5","","","","","","3035.33","3035.33","","","","","","","","","","","","","","","","","",""
"756","","","de","1889955059","2025-04-16 15:11:41","2025-04-16 15:11:41","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"757","","","de","228018015","2025-04-16 15:21:38","2025-04-16 15:21:38","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"758","","","de","391214640","2025-04-17 09:04:57","2025-04-17 09:04:57","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"759","","","de","1017702333","2025-04-17 09:04:57","2025-04-17 09:04:57","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"760","2025-04-17 16:57:11","2","de","2113910513","2025-04-17 16:48:33","2025-04-17 16:57:11","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","134.81","134.81","","","","","","","","","","","","","","","","","",""
"761","2025-04-18 14:46:17","2","de","1627323042","2025-04-18 14:44:49","2025-04-18 14:46:17","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","87.86","87.86","","","","","","","","","","","","","","","","","",""
"762","2025-04-18 15:36:49","2","de","1038593059","2025-04-18 15:31:24","2025-04-18 15:36:49","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","324.25","91.86","","","","","","","","232.39","","","","","","","","","",""
"763","2025-04-22 08:14:52","2","de","1542547464","2025-04-22 08:13:24","2025-04-22 08:14:52","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","88.09","63.99","","","","","","","","24.1","","","","","","","","","",""
"764","2025-04-22 08:28:15","2","de","2144330845","2025-04-22 08:28:02","2025-04-22 08:28:15","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","12.34","12.34","","","","","","","","","","","","","","","","","",""
"765","2025-04-22 10:10:34","2","de","1153881251","2025-04-22 10:09:26","2025-04-22 10:10:34","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","68.77","68.77","","","","","","","","","","","","","","","","","",""
"766","2025-04-22 11:12:34","2","de","373622724","2025-04-22 11:11:56","2025-04-22 11:12:34","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","38.3","24.84","","","","","","","","13.46","","","","","","","","","",""
"767","2025-04-22 11:56:26","2","de","70485240","2025-04-22 11:43:53","2025-04-22 11:56:26","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","23.6","16.22","","","","","","","","7.38","","","","","","","","","",""
"768","2025-04-22 12:18:48","2","de","1264091763","2025-04-22 11:54:37","2025-04-22 12:18:48","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70051","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70051&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70051&amp;p=7","","","","1451.23","1437.29","","","","","","","","13.94","","","","","","","","","",""
"769","2025-04-22 12:09:09","2","de","346375901","2025-04-22 12:07:31","2025-04-22 12:09:09","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","54.45","54.45","","","","","","","","","","","","","","","","","",""
"770","2025-04-22 12:19:53","2","de","451122959","2025-04-22 12:19:37","2025-04-22 12:19:53","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70051","JugendlicheAdolescents","","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70051&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70051&amp;p=7","","","","16.29","16.29","","","","","","","","","","","","","","","","","",""
"771","","","de","1842759104","2025-04-22 12:22:58","2025-04-22 12:22:58","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"772","2025-04-22 12:23:40","2","de","1939214246","2025-04-22 12:23:01","2025-04-22 12:23:40","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","38.84","38.84","","","","","","","","","","","","","","","","","",""
"773","2025-04-22 12:34:47","2","de","1438437880","2025-04-22 12:34:18","2025-04-22 12:34:47","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","28.04","28.04","","","","","","","","","","","","","","","","","",""
"774","2025-04-22 12:48:36","2","de","1589846401","2025-04-22 12:48:03","2025-04-22 12:48:36","","P5(Haaker & Büchel)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","50011","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=50011&amp;p=5&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=50011&amp;p=5","","","","","","33.03","33.03","","","","","","","","","","","","","","","","","",""
"775","2025-04-22 12:54:31","2","de","1367954991","2025-04-22 12:54:02","2025-04-22 12:54:31","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70055","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70055&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70055&amp;p=7","","","","","","29.99","29.99","","","","","","","","","","","","","","","","","",""
"776","2025-04-22 12:59:13","2","de","1425268541","2025-04-22 12:58:53","2025-04-22 12:59:13","","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","19.52","16.26","","","","","","","","3.26","","","","","","","","","",""
"777","2025-04-22 15:03:50","2","de","1891716614","2025-04-22 15:03:28","2025-04-22 15:03:50","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70051","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70051&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70051&amp;p=7","","","","21.25","14.86","","","","","","","","6.39","","","","","","","","","",""
"778","2025-04-22 18:13:55","2","de","1971013069","2025-04-22 18:12:34","2025-04-22 18:13:55","https://mail.uni-leipzig.de/","P9(Exner & Riesel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=9&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=9","","","","","","80.34","55.61","","","","","","","","24.73","","","","","","","","","",""
"779","2025-04-23 14:36:13","2","de","1640427422","2025-04-23 14:35:44","2025-04-23 14:36:13","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70052","JugendlicheAdolescents","","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70052&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70052&amp;p=7","","","","28.05","28.05","","","","","","","","","","","","","","","","","",""
"780","2025-04-23 14:42:09","2","de","672841458","2025-04-23 14:41:34","2025-04-23 14:42:09","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70050","JugendlicheAdolescents","","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70050&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70050&amp;p=7","","","","22.52","22.52","","","","","","","","","","","","","","","","","",""
"781","2025-04-23 16:59:24","2","de","292463940","2025-04-23 16:57:49","2025-04-23 16:59:24","","P5(Haaker & Büchel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=5&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=5","","","","","","94.99","92.17","","","","","","","","2.82","","","","","","","","","",""
"782","2025-04-23 17:15:34","2","de","590024169","2025-04-23 17:15:07","2025-04-23 17:15:34","","P5(Haaker & Büchel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=5&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=5","","","","","","28.2","25.56","","","","","","","","2.64","","","","","","","","","",""
"783","2025-04-23 17:26:01","2","de","1562120944","2025-04-23 17:25:30","2025-04-23 17:26:01","","P5(Haaker & Büchel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=5&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=5","","","","","","31.72","28.38","","","","","","","","3.34","","","","","","","","","",""
"784","2025-04-23 17:28:33","2","de","2087906916","2025-04-23 17:28:14","2025-04-23 17:28:33","","P5(Haaker & Büchel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=5&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=5","","","","","","18.86","16.89","","","","","","","","1.97","","","","","","","","","",""
"785","2025-04-23 18:13:57","2","de","1338535174","2025-04-23 18:09:08","2025-04-23 18:13:57","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70052","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70052&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70052&amp;p=7","","","","289.99","76.2","","","","","","","","213.79","","","","","","","","","",""
"786","2025-04-23 18:11:43","2","de","1341005551","2025-04-23 18:11:18","2025-04-23 18:11:43","","P5(Haaker & Büchel)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=5&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=5","","","","","","25.54","23.28","","","","","","","","2.26","","","","","","","","","",""
"787","2025-04-23 18:20:49","2","de","1653247105","2025-04-23 18:19:36","2025-04-23 18:20:49","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70050","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70050&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70050&amp;p=7","","","","72.68","21.76","","","","","","","","50.92","","","","","","","","","",""
"788","2025-04-24 09:34:01","2","de","299868483","2025-04-24 09:33:37","2025-04-24 09:34:01","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","79999","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=79999&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=79999&amp;p=7","","","","24.88","21.99","","","","","","","","2.89","","","","","","","","","",""
"789","2025-04-24 12:12:21","2","de","863777715","2025-04-24 10:56:59","2025-04-24 12:12:21","","P2(Donner & Lincoln)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","35","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=35&amp;p=2&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=35&amp;p=2","","","","","","4521.66","32.11","","","","","","","","4489.55","","","","","","","","","",""
"790","2025-04-24 14:59:51","2","de","1090639414","2025-04-24 14:59:09","2025-04-24 14:59:51","","P5(Haaker & Büchel)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","50012","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=50012&amp;p=5&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=50012&amp;p=5","","","","","","42.9","42.9","","","","","","","","","","","","","","","","","",""
"791","2025-04-25 14:12:50","2","de","688966156","2025-04-25 14:11:21","2025-04-25 14:12:50","","P6(Liszkowski)","PilotierungPilot","Nur die DenkaufgabenCognitive tasks only","62986","KinderChildren","erledigt / done","erledigt / done","","","","","","","","https://umfragen.uni-hamburg.de/ru5389bb2questchildren?id=62986&amp;p=6&amp;form=C","https://www.psytoolkit.org/c/3.4.4/survey?s=MsrpN&amp;id=62986&amp;p=6&amp;form=C&amp;comp=cogn","","89.05","83.3","","","","","","","","5.75","","","","","","","","","",""
"792","","","de","1979457913","2025-04-25 15:12:10","2025-04-25 15:12:10","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"793","","","de","465850859","2025-04-27 10:24:26","2025-04-27 10:24:26","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"794","","","de","1295951138","2025-04-27 10:24:27","2025-04-27 10:24:27","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"795","2025-04-27 11:18:14","2","de","1009654946","2025-04-27 10:24:32","2025-04-27 11:18:14","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30053","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30053&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30053&amp;p=3","","","","","","3222.02","23.89","","","","","","","","3198.13","","","","","","","","","",""
